month_start,tile_01_revenue_per_session_reported,tile_01_revenue_per_session_corrected,tile_01_subscribing_sessions,tile_02_avg_revenue_per_transaction,tile_02_transactions,tile_03_revenue_per_engaged_session,tile_03_engaged_sessions,tile_04_purchase_cvr_reported,tile_04_purchase_cvr_corrected,tile_04_conversions,tile_05_signups_per_session_reported,tile_05_signups_per_session_corrected,tile_05_signed_up_visitors,tile_06_mqls_per_session_reported,tile_06_mqls_per_session_corrected,tile_06_mql_visitors_3component_sum,tile_06_mql_pricing,tile_06_mql_enterprise,tile_06_mql_demo,tile_07_pct_dl_first_7d,tile_07_subscribers_in_cohort,tile_07_censored_flag,tile_08_songs_per_sub_0_30d,tile_08_subscribers_in_cohort,tile_08_censored_flag,tile_09_pct_dl_30_60d,tile_09_subs_60_plus,tile_09_censored_flag,tile_10_sessions_per_engaged_30_60,tile_10_engaged_subs_30_60,tile_10_censored_flag,tile_11_engaged_signup_cvr,tile_11_engaged_visitors,tile_12_expansion_rate,tile_12_expansions_qualifying,tile_12_qualifying_subs_for_expansion_rate,tile_13_avg_expansion_value_usd,tile_13_expansions_all_n,tile_14_revenue_per_session_reported,tile_14_revenue_per_session_corrected,tile_14_subscribing_sessions
2025-03-01,0.4560887454493232,0.4560887454493232,1324.0,184.8704777070064,1570.0,1.1711002215129862,247841.0,0.0022213952909249635,0.0022213952909249635,1570.0,0.03868906550003325,0.03868906550003325,27344.0,0.00015139445613310262,0.00015139445613310262,107.0,64.0,36.0,7.0,0.787991104521868,1349.0,0,8.984432913269089,1349.0,0,0.5224719101123596,1068.0,0,6.519543973941368,614.0,0,0.20975437627529495,130362.0,0.017746913580246913,23.0,1296.0,325.03173913043474,23.0,0.4560887454493232,0.4560887454493232,1324.0
2025-04-01,0.5098053102799994,0.5098053102799994,1397.0,185.52814860681116,1615.0,1.3306153299582557,225180.0,0.0024887121877552277,0.0024887121877552277,1615.0,0.036913072288228314,0.036913072288228314,23954.0,0.00016026381890188465,0.00016026381890188465,104.0,50.0,43.0,11.0,0.8165846802529867,1423.0,0,9.708362614195362,1423.0,0,0.5303717135086129,1103.0,0,6.450155763239875,642.0,0,0.21014124045968946,113990.0,0.020319303338171262,28.0,1378.0,75.89821428571429,28.0,0.5098053102799994,0.5098053102799994,1397.0
2025-05-01,0.608211748568746,0.608211748568746,1269.0,189.1731339225017,1471.0,1.2522497176209055,222219.0,0.002697469036869689,0.002697469036869689,1471.0,0.04285876704943465,0.04285876704943465,23372.0,0.00032641025735064894,0.00032641025735064894,178.0,141.0,24.0,13.0,0.7992277992277992,1295.0,0,9.117374517374518,1295.0,0,0.5065590312815338,991.0,0,5.806228373702422,578.0,0,0.2097384999192347,111434.0,0.0216,27.0,1250.0,81.4475,28.0,0.608211748568746,0.608211748568746,1269.0
2025-06-01,0.7008171992618845,0.7008171992618845,1052.0,189.73706407137064,1233.0,1.2673326218735947,184597.0,0.002778071932461083,0.002778071932461083,1233.0,0.036599351557905786,0.036599351557905786,16244.0,0.0005790466233921317,0.0005790466233921317,257.0,206.0,26.0,25.0,0.8098330241187384,1078.0,0,8.860853432282005,1078.0,0,0.5492788461538461,832.0,0,5.597585513078471,497.0,0,0.19346847383340082,83962.0,0.012464046021093002,13.0,1043.0,76.17538461538462,13.0,0.7008171992618845,0.7008171992618845,1052.0
2025-07-01,0.559582610458744,0.559582610458744,1016.0,195.1444243986254,1164.0,1.2838231287903192,176931.0,0.0022264856148753722,0.0022264856148753722,1164.0,0.02760536116312833,0.02760536116312833,14432.0,0.0004169878557068996,0.0004169878557068996,218.0,177.0,29.0,12.0,0.8104448742746615,1034.0,0,9.563829787234043,1034.0,0,0.5558375634517766,788.0,0,6.579158316633267,499.0,0,0.18341255115268282,78686.0,0.010923535253227408,11.0,1007.0,54.842727272727274,11.0,0.559582610458744,0.559582610458744,1016.0
2025-08-01,0.5417539277274633,0.5417539277274633,944.0,194.68088372093024,1075.0,1.170808111888112,178750.0,0.002106414079859546,0.002106414079859546,1075.0,0.027677301281875434,0.027677301281875434,14125.0,0.0004389179105939892,0.0004389179105939892,224.0,184.0,22.0,18.0,0.8248175182481752,959.0,0,11.248175182481752,959.0,0,0.5747599451303155,729.0,0,5.780126849894292,473.0,0,0.15346421703371324,92041.0,0.016042780748663103,15.0,935.0,68.35266666666666,15.0,0.5417539277274633,0.5417539277274633,944.0
2025-09-01,0.6261388856442004,0.6261388856442004,986.0,202.4352014010508,1142.0,1.1610950950749852,199106.0,0.0023820648455621005,0.0023820648455621005,1142.0,0.04297728903499257,0.04297728903499257,20604.0,0.0004797503629415789,0.0004797503629415789,230.0,199.0,17.0,14.0,0.8021978021978022,1001.0,0,9.766233766233766,1001.0,0,0.5466155810983397,783.0,0,5.9785867237687365,467.0,0,0.1900965983005342,108387.0,0.010245901639344262,10.0,976.0,73.321,10.0,0.6261388856442004,0.6261388856442004,986.0
2025-10-01,0.5483766528831735,0.5483766528831735,900.0,207.1875,1104.0,1.1380869928650328,200982.0,0.0020902440132685054,0.0020902440132685054,1104.0,0.04077301161751564,0.04077301161751564,21535.0,0.00038434740461368354,0.00038434740461368354,203.0,162.0,17.0,24.0,0.7677208287895311,917.0,0,10.31515812431843,917.0,0,0.5663338088445078,701.0,0,6.130718954248366,459.0,0,0.20222935917662083,106488.0,0.014705882352941176,13.0,884.0,75.96230769230769,13.0,0.5483766528831735,0.5483766528831735,900.0
2025-11-01,0.4551691984778932,0.4551691984778932,760.0,197.41033755274262,948.0,1.0529262172411078,177738.0,0.0017893814931142788,0.0017893814931142788,948.0,0.03410395022952404,0.03410395022952404,18068.0,0.00033975597970524284,0.00033975597970524284,180.0,144.0,19.0,17.0,0.7905491698595147,783.0,0,10.67432950191571,783.0,0,0.5264900662251656,604.0,0,4.969014084507042,355.0,0,0.19411259131929523,93080.0,0.024623803009575923,18.0,731.0,63.50444444444444,18.0,0.4551691984778932,0.4551691984778932,760.0
2025-12-01,0.3479378990123444,0.3479378990123444,659.0,198.92676767676767,792.0,1.0413293059346849,151297.0,0.0013706382293846146,0.0013706382293846146,792.0,0.023956748749206086,0.023956748749206086,13843.0,0.0002509375546221832,0.0002509375546221832,145.0,110.0,21.0,14.0,0.7582582582582582,666.0,0,7.878378378378378,666.0,0,0.5384615384615384,494.0,0,6.211221122112211,303.0,0,0.17865623870734604,77484.0,0.020537124802527645,13.0,633.0,84.25692307692307,13.0,0.3479378990123444,0.3479378990123444,659.0
2026-01-01,0.312485498122839,0.312485498122839,498.0,202.57303370786516,623.0,0.8891667958346837,141934.0,0.0011848746847624735,0.0011848746847624735,623.0,0.024408798883212818,0.024408798883212818,12834.0,0.00024153946222284773,0.00024153946222284773,127.0,100.0,12.0,15.0,0.7588235294117647,510.0,0,8.72156862745098,510.0,0,0.5449275362318841,345.0,0,6.156488549618321,262.0,0,0.1744864247549386,73553.0,0.01867219917012448,9.0,482.0,88.80111111111111,9.0,0.312485498122839,0.312485498122839,498.0
2026-02-01,0.3711226683772721,0.3711226683772721,502.0,198.64992389649925,657.0,0.9945363102949021,131230.0,0.0013728026277573587,0.0013728026277573587,657.0,0.02501133554681215,0.02501133554681215,11970.0,0.00032805176949452864,0.00032805176949452864,157.0,130.0,11.0,16.0,0.7686274509803922,510.0,0,10.315686274509805,510.0,0,0.523121387283237,346.0,0,5.35655737704918,244.0,0,0.17730181301102027,67512.0,0.006085192697768763,3.0,493.0,73.13,3.0,0.3711226683772721,0.3711226683772721,502.0
2026-03-01,0.27322241927601826,0.35960972853917317,585.0,205.51608579088472,746.0,1.0194358742486302,150392.0,0.0010817818367959537,0.0014238190032121814,746.0,0.0209627858347484,0.027590787547500398,14456.0,0.00016966283499346725,0.000223306733747755,117.0,105.0,11.0,1.0,0.6600331674958541,603.0,0,8.845771144278608,603.0,1,0.34186046511627904,430.0,1,4.177142857142857,175.0,1,0.18416928898118304,78493.0,0.005272407732864675,3.0,569.0,33.473333333333336,3.0,0.27322241927601826,0.35960972853917317,585.0
2026-04-01,0.27061841037441264,0.3042937827647845,539.0,206.8018292682927,656.0,0.985278417302762,137689.0,0.0010954182794585695,0.001231730581466961,656.0,0.025411700269512973,0.02857389632433569,15218.0,0.00014694635456151541,0.0001652321511723972,88.0,83.0,5.0,0.0,0.6185383244206774,561.0,1,5.24777183600713,561.0,1,0.0,197.0,1,,0.0,1,0.1911400831480714,79617.0,0.007547169811320755,4.0,530.0,1541.965,4.0,0.27061841037441264,0.3042937827647845,539.0
