CONTENT_TYPE_ID,CREATED_AT,ID,PUBLISHED,PUBLISHED_AT,PUBLISH_AT,UPDATED_AT,_SDC_BATCHED_AT,_SDC_RECEIVED_AT,_SDC_SEQUENCE,_SDC_TABLE_VERSION
12,2025-07-25 18:31:24.816000000 +00:00,825690,true,2025-07-25 18:31:24.828000000 +00:00,,2025-07-25 18:31:24.831000000 +00:00,2025-09-17 22:11:08.638000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147027353668959,1758147013551
12,2025-07-18 09:47:44.433000000 +00:00,734664,true,2025-07-18 09:47:44.454000000 +00:00,,2025-07-18 09:47:44.460000000 +00:00,2025-09-17 22:11:05.965000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147025939543719,1758147013551
12,2025-06-27 11:13:10.837000000 +00:00,418391,true,2025-06-27 11:13:10.855000000 +00:00,,2025-06-27 11:13:10.858000000 +00:00,2025-09-17 22:10:56.529000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147021178842343,1758147013551
12,2025-07-18 10:16:54.130000000 +00:00,762234,true,2025-07-18 10:16:54.143000000 +00:00,,2025-07-18 10:16:54.146000000 +00:00,2025-09-17 22:11:06.774000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147026443721010,1758147013551
12,2025-06-27 09:54:00.939000000 +00:00,294814,true,2025-06-27 09:54:00.951000000 +00:00,,2025-06-27 09:54:00.953000000 +00:00,2025-09-17 22:10:52.631000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147019320036695,1758147013551
12,2025-07-18 10:03:13.890000000 +00:00,748504,true,2025-07-18 10:03:13.903000000 +00:00,,2025-07-18 10:03:13.907000000 +00:00,2025-09-17 22:11:06.371000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147026146287827,1758147013551
12,2025-06-27 09:53:45.392000000 +00:00,294374,true,2025-06-27 09:53:45.402000000 +00:00,,2025-06-27 09:53:45.407000000 +00:00,2025-09-17 22:10:52.618000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147019315190268,1758147013551
12,2025-05-29 23:22:10.400000000 +00:00,116794,true,2025-05-29 23:22:10.412000000 +00:00,,2025-05-29 23:22:10.415000000 +00:00,2025-09-17 22:10:47.354000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147016453992577,1758147013551
12,2025-06-27 11:19:18.366000000 +00:00,428163,true,2025-06-27 11:19:18.375000000 +00:00,,2025-06-27 11:19:18.377000000 +00:00,2025-09-17 22:10:56.837000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147021360505165,1758147013551
12,2025-07-04 09:27:22.017000000 +00:00,494785,true,2025-07-04 09:27:22.028000000 +00:00,,2025-07-04 09:27:22.031000000 +00:00,2025-09-17 22:10:58.867000000 +00:00,2025-09-17 22:10:30.883000000 +00:00,1758147022339582484,1758147013551
